ID,date,username,verdict
8908641718,2005-06-08,Наперова Евгения Андреевна,Покорение тайного мира
9748557099,2009-12-14,Иливанов Александр Евгеньевич,Восстановление дружбы
9848895620,2008-07-26,Бурдонова Ксения Эдуардовна,Удачное путешествие
11449884032,2018-05-23,Катинцева Екатерина Федоровна,Изменение прошлого
10883528895,2020-11-11,Щарбатых Георгий Евгеньевич,Приключение начинается
11042153744,2023-09-22,Сейфуллин Вадим Алексеевич,Раскрытие заговора
9399150179,2000-07-20,Мисюлин Степан Максимович,Признание любви
12300352448,2023-11-23,Мытковский Герасим Павлович,Обретение внутреннего покоя
11563774246,2008-06-08,Буккулов Анатолий Максимович,Новая жизнь
9702960423,2006-09-13,Деканова Юлия Сергеевна,Здоровье улучшается
13340331824,2000-09-28,Евгешенков Андрей Алексеевич,Признание правды
11869187412,2008-08-24,Варквасова Юлия Эдуардовна,Новое начало
11749178183,2019-06-26,Севбьянова Екатерина Ивановна,Семейное счастье
10515433409,2011-07-19,Севбьянов Станислав Сергеевич,Новая работа
10231630172,2021-06-10,Кривцова Карина Борисовна,Успех в бизнесе
